area,sub_area,month_year,count,type_of_offence,count_category
Bay Of Plenty,Taupo,2014-08-01,33.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2014-09-01,43.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2014-10-01,49.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2014-11-01,25.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2014-12-01,61.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2015-01-01,40.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2015-02-01,38.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2015-03-01,24.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2015-04-01,44.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2015-05-01,30.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2015-06-01,39.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2015-07-01,35.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2015-08-01,50.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2015-09-01,48.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2015-10-01,55.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2015-11-01,36.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2015-12-01,49.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2016-01-01,50.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2016-02-01,36.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2016-03-01,38.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2016-04-01,43.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2016-05-01,36.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2016-06-01,27.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2016-07-01,37.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2016-08-01,39.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2016-09-01,56.0,Alcohol specific offences,Offences
Bay Of Plenty,Taupo,2009-01-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2009-02-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2009-03-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2009-04-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2009-05-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2009-06-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2009-07-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2009-08-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2009-09-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2009-10-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2009-11-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2009-12-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2010-01-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2010-02-01,3.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2010-03-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2010-04-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2010-05-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2010-06-01,2.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2010-07-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2010-08-01,2.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2010-09-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2010-10-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2010-11-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2010-12-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2011-01-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2011-02-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2011-03-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2011-04-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2011-05-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2011-06-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2011-07-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2011-08-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2011-09-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2011-10-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2011-11-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2011-12-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2012-01-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2012-02-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2012-03-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2012-04-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2012-05-01,3.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2012-06-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2012-07-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2012-08-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2012-09-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2012-10-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2012-11-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2012-12-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2013-01-01,3.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2013-02-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2013-03-01,2.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2013-04-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2013-05-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2013-06-01,2.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2013-07-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2013-08-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2013-09-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2013-10-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2013-11-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2013-12-01,2.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2014-01-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2014-02-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2014-03-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2014-04-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2014-05-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2014-06-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2014-07-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2014-08-01,4.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2014-09-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2014-10-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2014-11-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2014-12-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2015-01-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2015-02-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2015-03-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2015-04-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2015-05-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2015-06-01,2.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2015-07-01,2.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2015-08-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2015-09-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2015-10-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2015-11-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2015-12-01,2.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2016-01-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2016-02-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2016-03-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2016-04-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2016-05-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2016-06-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2016-07-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2016-08-01,1.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2016-09-01,0.0,Drug specific offences,Offences
Bay Of Plenty,Taupo,2009-01-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2009-02-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2009-03-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2009-04-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2009-05-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2009-06-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2009-07-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2009-08-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2009-09-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2009-10-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2009-11-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2009-12-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2010-01-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2010-02-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2010-03-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2010-04-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2010-05-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2010-06-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2010-07-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2010-08-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2010-09-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2010-10-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2010-11-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2010-12-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2011-01-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2011-02-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2011-03-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2011-04-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2011-05-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2011-06-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2011-07-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2011-08-01,600.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2011-09-01,800.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2011-10-01,400.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2011-11-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2011-12-01,400.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2012-01-01,800.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2012-02-01,600.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2012-03-01,200.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2012-04-01,600.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2012-05-01,600.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2012-06-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2012-07-01,800.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2012-08-01,400.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2012-09-01,1e3,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2012-10-01,200.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2012-11-01,200.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2012-12-01,600.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2013-01-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2013-02-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2013-03-01,200.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2013-04-01,200.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2013-05-01,400.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2013-06-01,200.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2013-07-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2013-08-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2013-09-01,400.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2013-10-01,400.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2013-11-01,200.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2013-12-01,400.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2014-01-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2014-02-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2014-03-01,200.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2014-04-01,400.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2014-05-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2014-06-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2014-07-01,600.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2014-08-01,200.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2014-09-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2014-10-01,0.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2014-11-01,800.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2014-12-01,4800.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2015-01-01,2200.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2015-02-01,2e3,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2015-03-01,800.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2015-04-01,3400.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2015-05-01,1200.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2015-06-01,1600.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2015-07-01,1600.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2015-08-01,3e3,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2015-09-01,3e3,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2015-10-01,4600.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2015-11-01,2300.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2015-12-01,2e3,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2016-01-01,3800.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2016-02-01,1400.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2016-03-01,2200.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2016-04-01,4800.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2016-05-01,2e3,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2016-06-01,1600.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2016-07-01,3300.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2016-08-01,2400.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2016-09-01,3800.0,Alcohol specific offences,Fines
Bay Of Plenty,Taupo,2009-01-01,0.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2009-02-01,0.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2009-03-01,0.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2009-04-01,0.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2009-05-01,0.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2009-06-01,0.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2009-07-01,0.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2009-08-01,0.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2009-09-01,0.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2009-10-01,0.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2009-11-01,14.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2009-12-01,7.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2010-01-01,7.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2010-02-01,5.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2010-03-01,1.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2010-04-01,3.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2010-05-01,6.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2010-06-01,6.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2010-07-01,5.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2010-08-01,7.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2010-09-01,4.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2010-10-01,2.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2010-11-01,3.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2010-12-01,3.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2011-01-01,2.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2011-02-01,2.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2011-03-01,11.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2011-04-01,3.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2011-05-01,4.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2011-06-01,6.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2011-07-01,5.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2011-08-01,8.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2011-09-01,12.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2011-10-01,6.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2011-11-01,11.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2011-12-01,2.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2012-01-01,16.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2012-02-01,8.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2012-03-01,5.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2012-04-01,3.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2012-05-01,8.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2012-06-01,2.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2012-07-01,8.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2012-08-01,12.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2012-09-01,8.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2012-10-01,6.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2012-11-01,9.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2012-12-01,11.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2013-01-01,6.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2013-02-01,8.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2013-03-01,5.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2013-04-01,11.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2013-05-01,10.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2013-06-01,9.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2013-07-01,6.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2013-08-01,20.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2013-09-01,10.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2013-10-01,10.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2013-11-01,17.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2013-12-01,11.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2014-01-01,10.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2014-02-01,11.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2014-03-01,9.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2014-04-01,10.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2014-05-01,8.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2014-06-01,10.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2014-07-01,12.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2014-08-01,8.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2014-09-01,12.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2014-10-01,16.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2014-11-01,7.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2014-12-01,8.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2015-01-01,6.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2015-02-01,20.0,Mobile phone offences,Offences
Bay Of Plenty,Taupo,2015-03-01,9.0,Mobile phone offences,Offences
