area,sub_area,month_year,count,type_of_offence,count_category
Central,Manawatu,2009-01-01,81.0,Alcohol specific offences,Offences
Central,Manawatu,2009-02-01,87.0,Alcohol specific offences,Offences
Central,Manawatu,2009-03-01,106.0,Alcohol specific offences,Offences
Central,Manawatu,2009-04-01,81.0,Alcohol specific offences,Offences
Central,Manawatu,2009-05-01,105.0,Alcohol specific offences,Offences
Central,Manawatu,2009-06-01,86.0,Alcohol specific offences,Offences
Central,Manawatu,2009-07-01,87.0,Alcohol specific offences,Offences
Central,Manawatu,2009-08-01,101.0,Alcohol specific offences,Offences
Central,Manawatu,2009-09-01,73.0,Alcohol specific offences,Offences
Central,Manawatu,2009-10-01,96.0,Alcohol specific offences,Offences
Central,Manawatu,2009-11-01,120.0,Alcohol specific offences,Offences
Central,Manawatu,2009-12-01,100.0,Alcohol specific offences,Offences
Central,Manawatu,2010-01-01,93.0,Alcohol specific offences,Offences
Central,Manawatu,2010-02-01,75.0,Alcohol specific offences,Offences
Central,Manawatu,2010-03-01,100.0,Alcohol specific offences,Offences
Central,Manawatu,2010-04-01,106.0,Alcohol specific offences,Offences
Central,Manawatu,2010-05-01,113.0,Alcohol specific offences,Offences
Central,Manawatu,2010-06-01,109.0,Alcohol specific offences,Offences
Central,Manawatu,2010-07-01,77.0,Alcohol specific offences,Offences
Central,Manawatu,2010-08-01,86.0,Alcohol specific offences,Offences
Central,Manawatu,2010-09-01,104.0,Alcohol specific offences,Offences
Central,Manawatu,2010-10-01,100.0,Alcohol specific offences,Offences
Central,Manawatu,2010-11-01,66.0,Alcohol specific offences,Offences
Central,Manawatu,2010-12-01,89.0,Alcohol specific offences,Offences
Central,Manawatu,2011-01-01,72.0,Alcohol specific offences,Offences
Central,Manawatu,2011-02-01,57.0,Alcohol specific offences,Offences
Central,Manawatu,2011-03-01,116.0,Alcohol specific offences,Offences
Central,Manawatu,2011-04-01,111.0,Alcohol specific offences,Offences
Central,Manawatu,2011-05-01,91.0,Alcohol specific offences,Offences
Central,Manawatu,2011-06-01,75.0,Alcohol specific offences,Offences
Central,Manawatu,2011-07-01,87.0,Alcohol specific offences,Offences
Central,Manawatu,2011-08-01,81.0,Alcohol specific offences,Offences
Central,Manawatu,2011-09-01,93.0,Alcohol specific offences,Offences
